id;dataType;band;truePoints;falsePoints;overallScore;trueScore;falseScore;avgScore;avgTrue;avgFalse;minTrue;maxTrue;minFalse;maxFalse
012b8863-976c-44e1-a491-9adf19c1cbba_0;preScores;swir_2;7678;254466;55673.31459935382;1770.4987012967467;53902.81589805707;0.2123768409704354;0.23059373551663803;0.2118271827987121;0.0;0.374;0.0;0.7002
012b8863-976c-44e1-a491-9adf19c1cbba_0;postScores;coastal_aerosol;7678;254466;24736.52380121872;649.7715004831553;24086.752300735563;0.09436234970557678;0.08462770258962689;0.09465607311285422;0.0;0.1279;0.0;0.1557
012b8863-976c-44e1-a491-9adf19c1cbba_0;postScores;blue;7678;254466;29907.298695482314;722.1530001759529;29185.14569530636;0.11408729055588651;0.09405483201041324;0.11469172972148091;0.0;0.1564;0.0;0.2997
012b8863-976c-44e1-a491-9adf19c1cbba_0;postScores;green;7678;254466;34165.02210602909;752.9481000825763;33412.07400594652;0.13032921640788686;0.09806565512927537;0.13130270451041207;0.0;0.1908;0.0;0.3359
012b8863-976c-44e1-a491-9adf19c1cbba_0;postScores;red;7678;254466;41387.848399888724;847.2965001612902;40540.551899727434;0.15788211212115755;0.11035380309472391;0.15931618330043085;0.0;0.2569;0.0;0.3756
012b8863-976c-44e1-a491-9adf19c1cbba_0;postScores;veg_red_1;7678;254466;47300.334904141724;932.5075998008251;46367.8273043409;0.18043645822197618;0.12145188848669251;0.18221619903775318;0.0;0.2843;0.0;0.354
012b8863-976c-44e1-a491-9adf19c1cbba_0;postScores;veg_red_2;7678;254466;50147.45799624175;934.4161995574832;49213.041796684265;0.19129737089630794;0.12170046881446772;0.19339731750679567;0.0;0.3021;0.0;0.3653
012b8863-976c-44e1-a491-9adf19c1cbba_0;postScores;veg_red_3;7678;254466;54556.02190056443;1005.3422001302242;53550.67970043421;0.20811470756746075;0.13093803075413182;0.21044335864293937;0.0;0.3269;0.0;0.4084
012b8863-976c-44e1-a491-9adf19c1cbba_0;postScores;nir;7678;254466;57058.60810555518;1036.323799610138;56022.28430594504;0.2176613163206298;0.13497314399715263;0.22015626569343266;0.0;0.3556;0.0;0.4432
012b8863-976c-44e1-a491-9adf19c1cbba_0;postScores;veg_red_4;7678;254466;59721.45509892702;1076.6230998933315;58644.83199903369;0.22781927146502312;0.14022181556308042;0.23046234860073128;0.0;0.368;0.0;0.446
012b8863-976c-44e1-a491-9adf19c1cbba_0;postScores;water_vapour;7678;254466;60299.18749958277;1098.625900119543;59200.561599463224;0.23002314567406756;0.14308750978373835;0.23264625372137426;0.0;0.3371;0.0;0.4164
012b8863-976c-44e1-a491-9adf19c1cbba_0;postScores;swir_1;7678;254466;89735.7793985419;1892.9837991148233;87842.79559942707;0.342314832300346;0.2465464703197217;0.34520445010110223;0.0;0.5211;0.0;0.5553
012b8863-976c-44e1-a491-9adf19c1cbba_0;postScores;swir_2;7678;254466;64122.81379652396;1866.8035007119179;62256.01029581204;0.24460912245378097;0.2431366893347119;0.24465355016313395;0.0;0.39;0.0;0.5466
012b8863-976c-44e1-a491-9adf19c1cbba_0;deltaScores;coastal_aerosol;7678;254466;11462.925080064684;231.96470022201538;11230.960379842669;0.043727588958986985;0.030211604613443004;0.04413540661558978;0.0;0.07660001;-0.067600004;0.1187
012b8863-976c-44e1-a491-9adf19c1cbba_0;deltaScores;blue;7678;254466;8861.40528649278;31.611100025475025;8829.794186467305;0.03380357851597893;0.0041171008108198785;0.03469930830235593;-0.045900002;0.08840001;-0.25079998;0.1276
012b8863-976c-44e1-a491-9adf19c1cbba_0;deltaScores;green;7678;254466;3852.422698967159;-266.729200001806;4119.151898968965;0.014695826335781703;-0.03473941130526257;0.016187435252524758;-0.1067;0.076299995;-0.24559999;0.14469999
012b8863-976c-44e1-a491-9adf19c1cbba_0;deltaScores;red;7678;254466;-1699.9030987396836;-646.1130993664265;-1053.7899993732572;-0.0064846157025897355;-0.08415122419463747;-0.004141181923609665;-0.20650001;0.0695;-0.22229996;0.1838
012b8863-976c-44e1-a491-9adf19c1cbba_0;deltaScores;veg_red_1;7678;254466;-3516.2483991608024;-794.7801996991038;-2721.4681994616985;-0.013413423153536996;-0.10351396193007344;-0.010694820524005952;-0.24170001;0.0748;-0.2108;0.2048
012b8863-976c-44e1-a491-9adf19c1cbba_0;deltaScores;veg_red_2;7678;254466;-7768.408000096679;-942.0373011380434;-6826.370698958635;-0.029634124756228175;-0.1226930582362651;-0.026826258513745;-0.2691;0.051500008;-0.23460001;0.3157
012b8863-976c-44e1-a491-9adf19c1cbba_0;deltaScores;veg_red_3;7678;254466;-9257.28129561618;-1023.2660993859172;-8234.015196230263;-0.0353137256455085;-0.13327247973247164;-0.03235801716626293;-0.2873;0.046799988;-0.25660002;0.3596
012b8863-976c-44e1-a491-9adf19c1cbba_0;deltaScores;nir;7678;254466;-10636.57319433242;-1105.7702003717422;-9530.802993960679;-0.04057530668004006;-0.14401799952744754;-0.037454131372995525;-0.31939998;0.05489999;-0.28890002;0.4016
012b8863-976c-44e1-a491-9adf19c1cbba_0;deltaScores;veg_red_4;7678;254466;-11531.50910191983;-1163.694300673902;-10367.814801245928;-0.043989216239623374;-0.15156216471397527;-0.04074341877203999;-0.3321;0.04640001;-0.3061;0.3921
012b8863-976c-44e1-a491-9adf19c1cbba_0;deltaScores;water_vapour;7678;254466;-11363.79769424349;-1154.871099472046;-10208.926594771445;-0.043349447991346324;-0.15041301113207162;-0.04011902020219379;-0.2719;0.028199986;-0.25730002;0.24059999
012b8863-976c-44e1-a491-9adf19c1cbba_0;deltaScores;swir_1;7678;254466;4004.6278961319476;-848.7762018293142;4853.404097961262;0.015276443085220137;-0.11054652277016336;0.01907289813948135;-0.28679997;0.1609;-0.21470001;0.3551
012b8863-976c-44e1-a491-9adf19c1cbba_0;deltaScores;swir_2;7678;254466;8449.499197151512;96.30479941517115;8353.19439773634;0.032232281483274505;0.012542953818073866;0.03282636736434864;-0.1267;0.14890002;-0.15360004;0.3003
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;preScores;coastal_aerosol;1091;261053;13593.953420884907;43.48540021106601;13550.468020673841;0.05185681694368327;0.03985829533553255;0.05190696150082107;0.0;0.0535;0.0;0.2102
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;preScores;blue;1091;261053;20579.943412993103;66.93780009075999;20513.005612902343;0.07850625386426202;0.06135453720509623;0.07857793479830665;0.0;0.101;0.0;0.5714
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;preScores;green;1091;261053;28887.040803370997;93.9404001198709;28793.100403251126;0.11019531556461715;0.08610485803837846;0.11029599507858989;0.0;0.1383;0.0;0.63
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;preScores;red;1091;261053;39291.902201700956;125.82209995016456;39166.08010175079;0.14988671189003355;0.11532731434478878;0.15003114349097996;0.0;0.195;0.0;0.6919
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;preScores;veg_red_1;1091;261053;47569.04519867385;162.39809992909431;47406.647098744754;0.18146150664777316;0.14885252055828993;0.18159778703460505;0.0;0.227;0.0;0.7206
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;preScores;veg_red_2;1091;261053;58454.795898631564;221.42130009829998;58233.374598533264;0.2229873500771773;0.2029526123724106;0.22307107981342203;0.0;0.2972;0.0;0.7989
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;preScores;veg_red_3;1091;261053;65503.60980072338;252.75749984383583;65250.852300879546;0.24987644119538643;0.23167506860113274;0.24995250888087686;0.0;0.3313;0.0;0.7844
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;preScores;nir;1091;261053;70901.92269740673;275.9182998538017;70626.00439755293;0.27046937064135257;0.2529040328632463;0.2705427801923476;0.0;0.3625;0.0;0.7966
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;preScores;veg_red_4;1091;261053;73526.017194808;288.6108997762203;73237.40629503177;0.2804794967453308;0.26453794663264923;0.2805461201174925;0.0;0.3799;0.0;0.7476
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;preScores;water_vapour;1091;261053;74159.06609538943;291.35960027575493;73867.70649511367;0.2828943866553857;0.2670573788045416;0.2829605731216024;0.0;0.3311;0.0;0.5547
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;preScores;swir_1;1091;261053;86941.59440620802;300.4433000534773;86641.15110615455;0.33165586245043954;0.2753834097648738;0.3318910378588047;0.0;0.4079;0.0;1.0262
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;preScores;swir_2;1091;261053;60881.4732003212;196.8027001619339;60684.67050015926;0.232244389344487;0.18038744286153427;0.23246111134581585;0.0;0.3174;0.0;0.9975
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;postScores;coastal_aerosol;1091;261053;15329.492121221498;53.122000094503164;15276.370121126994;0.05847737167824363;0.0486911091608645;0.058518270700306046;0.0;0.0718;0.0;0.2111
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;postScores;blue;1091;261053;20751.978212412272;64.67980007082224;20687.29841234145;0.07916251454319867;0.05928487632522662;0.07924558772487368;0.0;0.1116;0.0;0.6195
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;postScores;green;1091;261053;30120.043103747274;86.23930000513792;30033.803803742136;0.11489884606837186;0.07904610449600176;0.11504868284885497;0.0;0.1522;0.0;0.6839
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;postScores;red;1091;261053;42376.50709795044;113.24380003660917;42263.26329791383;0.16165354575328994;0.10379816685298733;0.16189533657117072;0.0;0.2221;0.0;0.7449
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;postScores;veg_red_1;1091;261053;51901.78750024069;141.9431999400258;51759.84430030066;0.19798960685821795;0.13010375796519322;0.19827331729687328;0.0;0.2519;0.0;0.6932
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;postScores;veg_red_2;1091;261053;61620.54159845805;173.28779977560043;61447.253798682446;0.23506371154196948;0.15883391363483082;0.23538229324574875;0.0;0.2863;0.0;0.7971
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;postScores;veg_red_3;1091;261053;68347.96640022483;193.21640004962683;68154.7500001752;0.26072680053796704;0.17710027502257272;0.26107629485267436;0.0;0.3145;0.0;0.7765
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;postScores;nir;1091;261053;72710.19769944395;204.79760019481182;72505.40009924913;0.277367392347122;0.18771549055436465;0.27774206808291474;0.0;0.3384;0.0;0.7606
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;postScores;veg_red_4;1091;261053;77605.42009808379;220.36769995838404;77385.05239812541;0.29604118384583966;0.20198689272079196;0.29643425817027735;0.0;0.3594;0.0;0.7346
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;postScores;water_vapour;1091;261053;78215.12309724116;223.0412002503872;77992.08189699077;0.2983670162095686;0.2044373971130955;0.29875956950117705;0.0;0.3255;0.0;0.5718
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;postScores;swir_1;1091;261053;95673.71280218661;284.29219993948936;95389.42060224712;0.3649662506186928;0.2605794683221717;0.36540250677926367;0.0;0.4578;0.0;0.9178
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;postScores;swir_2;1091;261053;65243.394092651084;220.94919996708632;65022.444892684;0.24888379704533037;0.20251988997899753;0.24907756238267323;0.0;0.3392;0.0;1.0415
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;deltaScores;coastal_aerosol;1091;261053;1735.538700317964;9.636599883437157;1725.9021004345268;0.006620554734489303;0.008832813825331949;0.0066113091994136316;0.0;0.0194;-0.056;0.11439999
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;deltaScores;blue;1091;261053;172.03479933179915;-2.2580000199377537;174.2927993517369;0.0006562606786033598;-0.002069660879869618;0.0006676529262323624;-0.0532;0.0419;-0.22549999;0.26639998
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;deltaScores;green;1091;261053;1233.0023003956303;-7.70110011100769;1240.703400506638;0.004703530503828546;-0.007058753538962136;0.0047526877703249456;-0.0794;0.041700006;-0.23120001;0.2581
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;deltaScores;red;1091;261053;3084.604896377772;-12.578299913555384;3097.1831962913275;0.011766833863745774;-0.011529147491801452;0.011864193080682189;-0.1224;0.065900005;-0.23049998;0.3043
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;deltaScores;veg_red_1;1091;261053;4332.742301486433;-20.454899989068508;4353.197201475501;0.016528100210138064;-0.01874876259309671;0.01667553026196022;-0.122600004;0.0678;-0.2545;0.2722
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;deltaScores;veg_red_2;1091;261053;3165.7456998822745;-48.13350032269955;3213.879200204974;0.012076361465005014;-0.04411869873757979;0.01231121343254042;-0.19209999;0.063999996;-0.3448;0.2697
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;deltaScores;veg_red_3;1091;261053;2844.356599596329;-59.54109977930784;2903.897699375637;0.01085035934294254;-0.05457479356490178;0.011123785972103891;-0.21690002;0.06189999;-0.366;0.26229998
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;deltaScores;nir;1091;261053;1808.2750020478852;-71.12069968134165;1879.3957017292269;0.006898021705810109;-0.06518854232936906;0.007199287890693564;-0.24720001;0.059;-0.41889998;0.24730001
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;deltaScores;veg_red_4;1091;261053;4079.40290336404;-68.2431998103857;4147.646103174426;0.01556168710084549;-0.06255105390502814;0.015888138053094296;-0.24489999;0.06819999;-0.3605;0.2515
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;deltaScores;water_vapour;1091;261053;4056.0570018608123;-68.31840002536774;4124.37540188618;0.015472629554217576;-0.06261998169144614;0.015798996379609426;-0.2022;0.052399993;-0.15899998;0.161
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;deltaScores;swir_1;1091;261053;8732.118395922706;-16.151100113987923;8748.269496036693;0.033310388168040106;-0.014803941442702038;0.033511468920244904;-0.14989999;0.0837;-0.29569998;0.3247
0328d12a-4ad8-4504-8ac5-70089db10b4e_0;deltaScores;swir_2;1091;261053;4361.9208923615515;24.146499805152416;4337.774392556399;0.01663940770096417;0.02213244711746326;0.016616451036978695;-0.050699994;0.12309998;-0.37190002;0.46699998
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;preScores;coastal_aerosol;343;261801;6629.4662144538015;13.728700028732419;6615.737514425069;0.025289406640830236;0.04002536451525487;0.025270100245702153;0.0;0.0583;0.0;0.1217
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;preScores;blue;343;261801;10279.934517797083;21.917500019073486;10258.01701777801;0.039214838095844584;0.06389941696522883;0.03918249746096466;0.0;0.1085;0.0;0.3511
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;preScores;green;343;261801;15737.055918777362;32.083599999547005;15704.972318777815;0.06003210418234772;0.09353819241850439;0.0599882059991284;0.0;0.1499;0.0;0.3983
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;preScores;red;343;261801;16733.369016660377;40.54780000820756;16692.82121665217;0.06383273703254844;0.11821516037378298;0.0637614876056706;0.0;0.213;0.0;0.4296
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;preScores;veg_red_1;343;261801;26577.277308098972;54.07790011912584;26523.199407979846;0.10138426707496251;0.1576615163822911;0.1013105351315688;0.0;0.2548;0.0;0.3997
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;preScores;veg_red_2;343;261801;54279.9518991746;84.7391999065876;54195.21269926801;0.20706158408803788;0.24705306095215043;0.20700918903773483;0.0;0.3029;0.0;0.4421
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;preScores;veg_red_3;343;261801;64424.184203173965;97.17479990422726;64327.00940326974;0.24575875931996904;0.2833084545312748;0.24570956338314115;0.0;0.3548;0.0;0.5399
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;preScores;nir;343;261801;69061.42959593982;104.83129976689816;68956.59829617292;0.26344844663978506;0.30563061156530075;0.2633931814476374;0.0;0.3824;0.0;0.5703
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;preScores;veg_red_4;343;261801;70994.5896971114;108.0617999881506;70886.52789712325;0.27082286719173965;0.3150489795572904;0.2707649241107683;0.0;0.3874;0.0;0.5628
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;preScores;water_vapour;343;261801;71355.285104841;108.58219996094704;71246.70290488005;0.27219881097732923;0.3165661806441605;0.2721406828273385;0.0;0.3618;0.0;0.4666
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;preScores;swir_1;343;261801;52824.84940021485;89.79460000991821;52735.05480020493;0.201510808564052;0.26179183676360995;0.2014318310480286;0.0;0.3665;0.0;0.5711
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;preScores;swir_2;343;261801;33017.68680534139;59.34169991314411;32958.34510542825;0.12595247957359845;0.17300787146689245;0.1258908296967095;0.0;0.3145;0.0;0.5967
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;postScores;coastal_aerosol;343;261801;8426.017616702244;15.492200039327145;8410.525416662917;0.03214270636254213;0.0451667639630529;0.03212564282284222;0.0;0.0599;0.0;0.1489
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;postScores;blue;343;261801;10421.262519467622;18.673000060021877;10402.5895194076;0.039753961637373436;0.0544402334111425;0.03973472033875959;0.0;0.1033;0.0;1.0363
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;postScores;green;343;261801;16490.891119220294;24.69010003656149;16466.201019183733;0.06290775726020925;0.0719827989404125;0.0628958675451344;0.0;0.1425;0.0;1.1561
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;postScores;red;343;261801;18705.16191633977;32.484400022774935;18672.677516316995;0.0713545300153342;0.09470670560575782;0.07132393503583637;0.0;0.1843;0.0;1.1109
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;postScores;veg_red_1;343;261801;28961.974305097014;39.27600000053644;28922.698305096477;0.11048116418875509;0.11450728863130158;0.11047588933998143;0.0;0.2054;0.0;0.6891
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;postScores;veg_red_2;343;261801;53728.68729644641;46.84320004284382;53681.84409640357;0.2049586765153748;0.13656909633482162;0.205048277494752;0.0;0.2671;0.0;0.8709
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;postScores;veg_red_3;343;261801;62698.77239990607;52.04029996693134;62646.73209993914;0.2391768356319659;0.15172099115723423;0.23929141638091198;0.0;0.298;0.0;0.7555
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;postScores;nir;343;261801;65807.31200015545;55.106000013649464;65752.2060001418;0.25103497314512424;0.16065889216807425;0.2511533798577614;0.0;0.3109;0.0;0.9382
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;postScores;veg_red_4;343;261801;69948.18560381979;59.41949996352196;69888.76610385627;0.26683115235832133;0.17323469377120104;0.26695377826614974;0.0;0.3213;0.0;0.7632
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;postScores;water_vapour;343;261801;69961.10600429028;61.8899000659585;69899.21610422432;0.2668804397746669;0.1804370264313659;0.26699369408147533;0.0;0.2723;0.0;0.4412
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;postScores;swir_1;343;261801;58090.825693681836;81.25989991426468;58009.56579376757;0.2215989139315866;0.23690932919610694;0.22157885490799337;0.0;0.3539;0.0;0.9892
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;postScores;swir_2;343;261801;34749.990100901574;67.9819999113679;34682.008100990206;0.13256069221840505;0.19819825047046033;0.13247469681548277;0.0;0.3079;0.0;1.1701
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;deltaScores;coastal_aerosol;343;261801;1796.5514022274874;1.7635000105947256;1794.7879022168927;0.006853299721631956;0.0051413994477980335;0.006855542577060029;-0.0053000003;0.015999999;-0.014600001;0.0774
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;deltaScores;blue;343;261801;141.32800168264657;-3.244499959051609;144.57250164169818;0.0005391235415750373;-0.009459183554086323;0.0005522228778411778;-0.0614;0.0268;-0.07170001;0.76269996
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;deltaScores;green;343;261801;753.8352004280314;-7.393499962985516;761.2287003910169;0.002875653077804685;-0.02155539347809188;0.002907661545949087;-0.0931;0.0222;-0.06819999;0.85080004
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;deltaScores;red;343;261801;1971.792899666354;-8.063399974256754;1979.8562996406108;0.007521792982736031;-0.02350845473544243;0.007562447430073265;-0.1425;0.108200006;-0.088100016;0.7882
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;deltaScores;veg_red_1;343;261801;2384.696996998042;-14.801900133490562;2399.4988971315324;0.00909689711379258;-0.04315422779443313;0.009165354208469534;-0.1762;0.092999995;-0.081899986;0.40680003
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;deltaScores;veg_red_2;343;261801;-551.2646027952433;-37.895999900996685;-513.3686028942466;-0.002102907572918866;-0.11048396472593786;-0.001960911543096652;-0.2198;0.0031999946;-0.14660001;0.54629993
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;deltaScores;veg_red_3;343;261801;-1725.4118032939732;-45.134499959647655;-1680.2773033343256;-0.00658192368810262;-0.131587463439206;-0.006418147002243404;-0.2534;0.0;-0.20059997;0.39870003
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;deltaScores;nir;343;261801;-3254.1175957024097;-49.72529970109463;-3204.392296001315;-0.012413473494348182;-0.14497171924517385;-0.01223980158976213;-0.27789998;0.0;-0.20959997;0.5583
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;deltaScores;veg_red_4;343;261801;-1046.4040932320058;-48.642299965023994;-997.7617932669818;-0.00399171483319094;-0.14181428561231485;-0.003811145844618553;-0.2886;0.0;-0.18879998;0.3665
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;deltaScores;water_vapour;343;261801;-1394.179100573063;-46.69229991734028;-1347.4868006557226;-0.005318371202747585;-0.13612915427796;-0.005146988745863165;-0.2443;0.0;-0.13030002;0.082200006
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;deltaScores;swir_1;343;261801;5265.976293466985;-8.534700095653534;5274.510993562639;0.02008810536753458;-0.024882507567503015;0.020147023859964776;-0.16120002;0.0838;-0.067500025;0.5011
0328d12a-4ad8-4504-8ac5-70089db10b4e_1;deltaScores;swir_2;343;261801;1732.3032955899835;8.640299998223782;1723.6629955917597;0.006608212644920286;0.025190379003567877;0.006583867118887092;-0.037;0.18310001;-0.09020001;0.7435
03790d1a-5b9c-48ed-820d-83abbe656035_0;preScores;coastal_aerosol;313;261831;7687.142815576401;7.421700025908649;7679.721115550492;0.02932412267904816;0.023711501680219325;0.029330832161014134;0.0;0.0543;0.0;0.3936
03790d1a-5b9c-48ed-820d-83abbe656035_0;preScores;blue;313;261831;11213.469617491588;11.071400010958314;11202.39821748063;0.042775991888014175;0.035371885019036146;0.04278484296160741;0.0;0.1623;0.0;0.6258
03790d1a-5b9c-48ed-820d-83abbe656035_0;preScores;green;313;261831;16120.526019021403;15.850900042802095;16104.675118978601;0.06149492652519761;0.05064185317189168;0.06150790058846584;0.0;0.2088;0.0;0.6761
03790d1a-5b9c-48ed-820d-83abbe656035_0;preScores;red;313;261831;17504.31401612563;15.840900076553226;17488.473116049077;0.0667736588139558;0.05060990439793363;0.06679298141186138;0.0;0.249;0.0;0.7154
03790d1a-5b9c-48ed-820d-83abbe656035_0;preScores;veg_red_1;313;261831;27341.50130774663;27.05450004711747;27314.44680769951;0.10429955027674342;0.08643610238695677;0.10432090473511353;0.0;0.2773;0.0;0.8153
03790d1a-5b9c-48ed-820d-83abbe656035_0;preScores;veg_red_2;313;261831;49888.69639879168;53.71899996697903;49834.9773988247;0.19031027373806642;0.17162619797756878;0.19033260919763018;0.0;0.3154;0.0;0.7629
03790d1a-5b9c-48ed-820d-83abbe656035_0;preScores;veg_red_3;313;261831;58431.027102634835;63.07160001993179;58367.9555026149;0.22289667931608137;0.20150670932885556;0.22292224947624575;0.0;0.3536;0.0;0.8237
03790d1a-5b9c-48ed-820d-83abbe656035_0;preScores;nir;313;261831;62930.41709938988;68.10720001161098;62862.30989937827;0.24006049003368332;0.21759488821600953;0.2400873460338091;0.0;0.3698;0.0;0.9802
03790d1a-5b9c-48ed-820d-83abbe656035_0;preScores;veg_red_4;313;261831;64723.17560074301;69.38900002837181;64653.78660071464;0.24689932098672107;0.22169009593729014;0.24692945678974085;0.0;0.3428;0.0;0.7878
03790d1a-5b9c-48ed-820d-83abbe656035_0;preScores;water_vapour;313;261831;65044.75409501762;69.92010009288788;64974.83399492473;0.24812604558951423;0.22338690125523283;0.24815561944507997;0.0;0.2629;0.0;0.5847
03790d1a-5b9c-48ed-820d-83abbe656035_0;preScores;swir_1;313;261831;50565.2918998329;52.03360018879175;50513.258299644105;0.1928912807458225;0.1662415341494944;0.1929231385880362;0.0;0.4455;0.0;0.9577
